,dayHistory,dayInfo,infoDate,infoDayweek,infoMonth,maxTemp,maxYear,minTemp,minYear,sunDown,sunUp,tempMax,tempMin
172," Народный прогноз погоды: В этот день почитается память святителя Кирилла Александрийского. В прежние времена день 22 июня имел еще и такое название - Кирилл Конец Весны Начало Лету. Это второй день летнего солнцестояния, и это самый длинный день в году. По этому поводу наши предки говорили, что «На Кириллу солнышко отдает земле всю свою силу». По солнцу и о предстоящей погоде судили: если оно светит днем как бы сквозь оболочку - надо вскоре ожидать дождя.","  В целом погода в Запорожье была облачной, лишь ненадолго день порадовал нас ясным небом. Без осадков.  ",22,Четверг,июня,35.1°, 1948,10.2°, 2000 ,20:44,04:38,+26°,+14°
173," Народный прогноз погоды: 23 июня почитается память священномученика Тимофея Прусского. В народе день Тимофея назывался мышиный писк. По преданию, в этот день по земле ходят-бродят призраки. Старые люди верили и видели в эту пору несметные «стада мышей» на гумнах, что не предвещало ничего хорошего. Погоду в этот день предсказывал дым от костра: если он поднимается столбом - к ясной погоде, стелется по земле - к ненастью. А если на Тимофея стоит засуха, то в этот день добра не жди.",  В Запорожье солнце в этот день редко показывалось из-за облаков. Без осадков.  ,23,Пятница,июня,34.9°," 1946, 1954",7.5°, 1983 ,20:44,04:39,+28°,+15°
174," Народный прогноз погоды: 24 июня отмечается день памяти апостолов Варфоломея и Варнавы. В прежние времена в этот день нельзя было рвать траву, поскольку люди верили, что по ней катается всякая нечистая сила. Солнечную погоду 24 июня предсказывал туман, который утром стелется по воде, и мокрица, которая остается раскрытой весь день. Наши предки заметили, если во время восхода солнца стоит духота, то хорошей погоды не ждать. Дождь предвещала чистая вода в водоемах и сильный запах травы и жимолости утром.","  Облачная погода продержалась в Запорожье до самого вечера. Ночью был дождь, но уже к утру он закончился. Больше осадков не наблюдалось.  ",24,Суббота,июня,35.8°, 1954,7.8°, 1983 ,20:44,04:39,+25°,+20°
175," Народный прогноз погоды: 25 июня отмечается день памяти преподобных Петра Афонского и Онуфрия Великого. В народе этот день часто называли Петр Поворот, так как с Петра Афонского солнце на зиму, а лето на жары поворачивает. В прежние времена принято было сеять в этот день до обеда какое-нибудь белое зерно, а после обеда - чёрное (гречку). Исполнение этого правила гарантировало удачу. В этот день выпадают большие росы. Наши предки приметили, если дождь идет маленькими каплями - будет идти долго.",  С утра и до самого вечера небо в Запорожье было скрыто за облаками. Без осадков.  ,25,Воскресенье,июня,35.1°, 1957,10.3°, 1994 ,20:44,04:39,+28°,+19°
176," Народный прогноз погоды: В этот день почитается память мученицы Акелины (Акулины). В народе этот день называли: Акулина Гречишница (в это время сеют гречу), Акулина - Кривые огурцы (в это время еще можно сеять огурцы, но красивыми они уже не будут). С Акулины лютуют мошкара, комары, оводы, слепни, мухи. «Мошкара толчется кругами - к хорошей погоде». Наши предки вечером 26 июня следили за луной: если она в белом кругу, то будет дождь. Конец «воробьиным ночам». В это время зацветает барбарис.","  Днем облака в Запорожье появились на небе лишь только для того, чтобы к вечеру бесследно исчезнуть. Без осадков.  ",26,Понедельник,июня,34.6°," 1957, 1996",10.6°, 1960 ,20:44,04:40,+31°,+17°
177," Народный прогноз погоды: 27 июня отмечается день памяти святого пророка Елисея. Наши предки боялись дождя в этот день, поскольку он обещал еще семь недель непогоды. Предсказывать погоду в этот день могла и рыба: если она играет в реке - ночью может быть гроза.","  В Запорожье весь день держалась ясная погода, а вечером на небе появились облака, которые продержались допоздна. Без осадков.  ",27,Вторник,июня,35.1°, 1947,9.9°, 1993 ,20:44,04:40,+32°,+17°
178," Народный прогноз погоды: В этот день почитается память мучеников Вита (Фита) и Модеста. Святому Модесту молятся на случай падежа скота. В народе говорили, что на Вита соловей замолкает. Наши предки заметили, что «Дождь на Фита - плохо для жита». По примете, день 28 июня желателен солнечный, так как в случае дождливой и ненастной погоды в доме будет разлад и склоки. В прежние времена приметили, если во время восхода солнца стоит духота - к ненастью.","  В Запорожье ясному утру пришла на смену облачная погода, которая продержалась до позднего вечера. Весь день прошел без осадков, только вечером начался дождь c грозой.  ",28,Среда,июня,35.5°, 1947,9.4°, 1993 ,20:44,04:41,+33°,+20°
179," Народный прогноз погоды: 29 июня отмечается день памяти святителя Тихона Амафунтского. В народе говорили: «На Тихона солнце идет тише». Это считается самый тихий день в году. С Тихона кончается молодое лето, наступает зрелое. В этот день устраивали пир для тружеников, которые унавоживали поля. Эти люди были очень нужны, потому что: ""Где лишняя навоза колыжка, там лишняя хлеба коврижка"". Наши предки приметили, если пчелы утром играют - будет ясный день, толкутся - к ненастью.","  На протяжении всего дня погода в Запорожье была пасмурной. Ночью и утром осадков не наблюдалось. Днем пошел дождь c грозой, который ближе к вечеру закончился.  ",29,Четверг,июня,35.8°, 1954,10.6°, 2000 ,20:43,04:41,+33°,+20°
180," Народный прогноз погоды: 30 июня почитается память священномучеников Мануила и Исмаила. В прежние времена говорили: «На Мануила солнце застаивается (медлит в зените)». Эту народную примету подтверждают данные астрономов: действительно, к этому времени Земля сбавляет скорость движения вокруг Солнца. На ночном небе в это время видны зарницы. Наши предки в этот день прислушивались к деревьям: если сосна звенит, а дуб - стонет, значит бурю не миновать.","  С самого утра небо в Запорожье покрылось облаками, которые продержались до конца дня. Без осадков.  ",30,Пятница,июня,37.1°, 1954,10.7°, 1985 ,20:43,04:42,+33°,+20°
181," Народный прогноз погоды: 1 июля почитается память мучеников Леонтия, Ипатия и Федула. В давние времена 1 июля отмечался Ярилин день - день палящего солнца. По этому поводу организовывались народные гуляния. Наши предки в этот день наблюдали за травой: если утром она сухая - к ночи ожидай дождя. В это время отцветает малина, начинают цвести лилии.","  Ясная погода в Запорожье наблюдалась на протяжении всего дня, такой она и осталась до глубокого вечера. Без осадков.  ",01,Суббота,июля,33.7°, 1954,11.4°, 2004 ,20:43,04:42,+36°,+22°
182," Народный прогноз погоды: 2 июля отмечается день памяти мученика Зосимы. В народе Зосима считается покровителем пчел. С этого времени пчелы начинают заносить мед, заливать соты. Поскольку день посвящен этим трудолюбивым насекомым, то и погоду наши предки определяли по их поведению. Так вот: когда пчелы сильно летят к своим ульям, то скоро дождь; становятся злее, чаще жалят - перед засухою; сидят на стенках улья - к сильной жаре.","  Уже утром небо в Запорожье затянуло облаками, которые так и не исчезли до конца дня. Без осадков.  ",02,Воскресенье,июля,34.6°, 1991,10.2°, 1956 ,20:43,04:43,+27°,+21°
183," Народный прогноз погоды: В этот день почитается память священномученика Мефодия, епископа Патарского. В народе этот день называли Паутинный, потому что погоду предсказывал паук. Если в этот день он не раскидывает сетей - будет дождь или буря. А если снова плетет паутину - перемена погоды к лучшему. Очень часто этот день бывает дождливый, с грозой. Дождь в этот день мог ""предсказать"" не только паук. Если муравьи прячутся в кучи - жди сильного ветра, дождя, грозы; жаба в траву выползла - тоже ожидай дождя.",  Весь день в Запорожье было облачно. Без осадков.  ,03,Понедельник,июля,34.1°, 1959,11.2°, 1984 ,20:42,04:44,+29°,+17°
184," Народный прогноз погоды: 4 июля отмечается день священномученика Терентия, епископа Иконийского. В прежние времена заметили, если этот день жаркий, то декабрь будет морозным. В это время зацветает липа.","  В Запорожье солнце в этот день редко показывалось из-за облаков. Дождь c грозой начался с самого утра, но ближе к вечеру он прекратился.  ",04,Вторник,июля,36.2°, 1954,11.9°, 1963 ,20:42,04:45,+21°,+17°
185," Народный прогноз погоды: В этот день почитается память священномученика Евсевия, епископа Самосатского. Наши предки в этот день ожидали дождя, так как он указывал на хороший урожай хлебов. Хороший урожай обещал и месяц, который играет вечером. А утром наблюдали за туманом: если он стелется по воде - будет хорошая погода.","  Вечер в Запорожье оставался ясным, несмотря на то, что днем небо было затянуто тучами. Без осадков.  ",05,Среда,июля,35.9°, 1970,12.1°, 1992 ,20:42,04:45,+25°,+12°
186," Народный прогноз погоды: 6 июля отмечается день Владимирской иконы Божией Матери. Также в этот день почитается память священномученицы Агриппины. В народе святую называли Аграфена Купальница, потому что в этот день начинались купанья. Пожалуй, самым главным событием дня Аграфены Купальницы был сбор трав, кореньев для лечебных и знахарских целей. Чтобы узнать погоду на ближайшее будущее, наши предки в этот день следили за воронами: если они под тучи взвиваются - к ненастью.","  Небо в Запорожье днем затянули облака, которые продержались до вечера и уже никуда не исчезли. Вечером был дождь.  ",06,Четверг,июля,34.6°, 1999,11.6°, 1960 ,20:41,04:46,+26°,+14°
187," Народный прогноз погоды: 7 июля отмечается Рождество честного славного Пророка, Предтечи и Крестителя Господня Иоанна. Это один из самых почитаемых народом праздник. С 7 июля наши предки начинали сенокос, пока трава не осеменилась. Наши предки заметили, если на Ивана сильная роса - к урожаю огурцов. В прежние времена говорили, если в этот день будет дождь, то через пять дней солнышко будет светить. Дождь на Ивана Купала считался благодатным.","  В Запорожье день был облачным, как и утро, и только вечер порадовал нас ясным небом. Ночью пошел дождь, но ближе к утру он закончился. До завершения дня осадков больше не наблюдалось.  ",07,Пятница,июля,36.4°, 1996,10.4°, 1952 ,20:41,04:47,+23°,+15°
188," Народный прогноз погоды: В этот день почитается память святого благоверного князя Петра и княгини Февронии, муромских чудотворцев. Святые супруги прославились благочестием и милосердием. Петр и Феврония скончались в один день и час. Они - образец христианского супружества. Наши предки заметили, с этого дня следует ожидать еще сорок жарких дней.","  К вечеру в Запорожье небо, остававшееся ясным почти все время, затянулось облаками. Без осадков.  ",08,Суббота,июля,36.2°, 1996,10.3°, 1952 ,20:40,04:48,+24°,+13°
189," Народный прогноз погоды: 9 июля отмечается день иконы Тихвинской Божьей Матери. Также в этот день почитается память преподобного Давида Солунского. В народе святого называют Земляничником, так как к этому времени поспевает земляника. У наших предков существовало поверье: кто хочет занять денег, тот должен положить травы земляники в карман и смело идти - отказа не будет. Чтобы узнать погоду, в прежние времена следили за травой: если утром она сухая, к ночи следует ожидать дождя.","  С утра и до самого вечера небо в Запорожье было скрыто за облаками. Дождь начался с самого утра, но ближе к вечеру он прекратился.  ",09,Воскресенье,июля,35.6°, 1947,9.2°, 1952 ,20:40,04:49,+20°,+13°
190," Народный прогноз погоды: 10 июля отмечается день памяти преподобного Сампсона Странноприимца. В народе известно такое название этого дня - Самсон Сеногной, потому что часто 10 июля бывают дожди, что, в свою очередь, портит заготовку сена. Если дождь в этот день случается, то будет он идти до Бабьего лета. А если погода хорошая, солнечная, то продержится она еще семь недель.",  Ясной погодой нас этот день не порадовал - в Запорожье тучи закрыли небо уже с самого утра и никуда не делись до позднего вечера. Без осадков.  ,10,Понедельник,июля,38.7°, 2002,11.3°, 1993 ,20:39,04:49,+26°,+11°
191," Народный прогноз погоды: В этот день почитается память преподобных Сергия и Германа, Валаамских чудотворцев. С этого дня уже можно копать ранний картофель. В прежние времена заметили, что на кануне Петрова дня (12 июля) солнце необычайно горело, разливалось красками. В этот день наши предки слушали кукушку: если она переставала куковать - зима рано придёт.","  В Запорожье была ясная погода, во второй половине дня небо затянулось облаками, но к вечеру снова очистилось. Без осадков.  ",11,Вторник,июля,39.0°, 1947,11.0°, 1986 ,20:38,04:50,+30°,+16°
192," Народный прогноз погоды: 12 июля отмечается день памяти славных и всехвальных первоверховных святых апостолов Петра и Павла. Этот день считается макушкой лета. Наши предки заметили, если ясно на Петров день - год будет хорошим, а если дожди - 40 дней еще будет ненастье. Чаще всего этот день сухой, жаркий, светлый. По этому поводу существовала поговорка: «Петр-Павел жару прибавил». Если кукушка кукует после Петрова дня, то, значит, лето будет хорошее, долгое и снег нескоро выпадет.","  Вечер в Запорожье оставался ясным, несмотря на то, что днем небо было затянуто тучами. Без осадков.  ",12,Среда,июля,37.7°, 1953,10.9°, 1961 ,20:38,04:51,+30°,+18°
193," Народный прогноз погоды: В этот день отмечается собор святых славных и всехвальных 12 апостолов: Петра, Андрея, Иакова Зеведеева, Иоанна, Филиппа, Варфоломея, Фомы, Матфея, Иакова Алфеева, Иуды Иаковля, Симона Зилота и Матфия. Наши предки прислушиваться к кукушке: если она продолжает куковать - лето будет хорошее и долгое.","  Ясной погодой нас этот день не порадовал - в Запорожье тучи закрыли небо уже с самого утра и никуда не делись до позднего вечера. Утро и день прошли без осадков, только ближе к вечеру начался дождь c грозой.  ",13,Четверг,июля,35.7°, 2002,11.7°, 1986 ,20:37,04:52,+30°,+17°
194," Народный прогноз погоды: 14 июля отмечается день памяти святых чудотворцев бессребренников Космы и Дамиана. В крестьян в это время начинался сенокос: «Кузьма и Демьян пришли - на покос пошли». К этому времени поспевает малина, первые овощи. Наши предки на Кузьму и Демьяна варили варенье из крыжовника. В прежние времена заметили, хорошая погода 14 июля обещает хорошую погоду 14 ноября, а если будет плохая погода в этот день, то и 14 ноября ничего хорошего не жди.",  На протяжении всего дня погода в Запорожье была пасмурной. Утром был дождь. День и вечер прошли без осадков.  ,14,Пятница,июля,35.1°, 2002,11.6°, 1993 ,20:36,04:53,+26°,+19°
195," Народный прогноз погоды: В этот день почитается память святителя Фотия, митрополита Киевского. В прежние времена в этот день был еще праздник Берегини. Берегиня почиталась хранительницей от зла и защитницей здоровья. К этому времени поспевает рання вишня. Наши предки заметили, если к 15 июля на деревьях «проглянут» первые желтые листья - осень наступит рано и зима будет ранней. В период с 15 по 20 июля в реках и водоемах начинает цвести вода.",  В этот день в Запорожье с утра и до самого вечера сохранялась пасмурная погода. Без осадков.  ,15,Суббота,июля,35.1°, 1951,11.7°, 1980 ,20:35,04:54,+23°,+13°
196," Народный прогноз погоды: 16 июля почитается память благоверных князей Василия и Константина Ярославских. В народе этот день называется Маков, и с прежних времен считается несчастливым. 16 июля лучше быть осторожным и не начинать никакие дела. К этому времени полностью созревает и лесная, и садовая земляника. В этот день наши предки наблюдали за комарами и мошкарой: если они вьются кругами, хорошая погода гарантирована в ближайшие семь суток.",  Облачный день и пасмурный вечер пришли в Запорожье на смену ясному утру. Без осадков.  ,16,Воскресенье,июля,37.8°, 1951,12.0°, 1990 ,20:34,04:55,+24°,+11°
197," Народный прогноз погоды: 17 июля отмечается день памяти святого благоверного великого князя Андрея Боголюбского. В прежние времена смотрели, нет ли жёлтых листьев на деревьях, если есть, то осень рано наступит. Этот день определял погоду 11 августа: «Каков Андрей - таков и Калинник (11 августа)». Наши предки в этот день наблюдали, как «играет месяц». Если он виден при восходе, то кажется перебегающим с места на место, изменяет свой цвет и прячется в облака. Такая ""игра"" предшествует хорошему урожаю.","  Начиная с самого утра и до позднего вечера, погода в Запорожье оставалась пасмурной. Без осадков.  ",17,Понедельник,июля,38.0°, 1951,9.6°, 1977 ,20:34,04:56,+26°,+15°
198," Народный прогноз погоды: 18 июля почитается память преподобного Афанасия Афонского. В народе в этот день отмечали месяцев праздник. На Афанасия месяц продолжает играть, что предвещает хороший урожай. Наши предки в этот день следили за облаками: если на небе плывут желтые, словно мед, облака - к дождю. По этому поводу говорили: ""С гнилого кута (юго-запада) наволокло тучи - будет дождь"".","  Порадовав нас безоблачным утром, погода изменилась уже в середине дня, и небо в Запорожье было пасмурным до позднего вечера. Без осадков.  ",18,Вторник,июля,37.3°, 1951,11.4°, 1978 ,20:33,04:58,+27°,+13°
199," Народный прогноз погоды: В этот день почитается память мученика Ермия. С прежних времен дошла традиция на Ермия варить варенье из черной смородины. Также в этот день почитается память преподобной Макрины (Макриды). В народе говорили, что осень по Макриде надо смотреть, если 19 июля дождь, то и осень будет дождливой: ""Макрида мокра - и осень мокра"".",  Ясной погодой нас этот день не порадовал - в Запорожье тучи закрыли небо уже с самого утра и никуда не делись до позднего вечера. Без осадков.  ,19,Среда,июля,35.5°, 1966,10.5°, 1969 ,20:32,04:59,+29°,+15°
200," Народный прогноз погоды: 20 июля отмечается день памяти преподобной Евдокии, княгини Московской. В народе этот день назывался Авдотья Сеногнойка, поскольку начиналось время затяжных дождей, что, в свою очередь, портило сено. Наши предки наставляли: «Сгребешь сено в кучи, так и не страшись тучи». Наши предки заметили, какова Авдотья Сеногнойка, таков будет и ноябрь.",  Облачный день и пасмурный вечер пришли в Запорожье на смену ясному утру. Без осадков.  ,20,Четверг,июля,35.9°, 2001,12.4°," 1956, 1965 ",20:31,05:00,+30°,+15°
201," Народный прогноз погоды: 21 июля почитается память святого великомученика Прокопия. В народе святого Прокопия называли Жатвенником, поскольку в это время начинали вязать снопы. Также в этот день отмечается праздник Казанской иконы Божьей Матери. В народе говорили: «Кто на Казанской женится, счастлив будет», поэтому в это время справлялось много свадеб. По этому дню судили о предстоящей зиме: «Что Казанская покажет, то и зима скажет». С 21 июля начинается самая сильная жара.","  С утра небо в Запорожье было ясным, таким оно и оставалось до завершения дня. Без осадков.  ",21,Пятница,июля,34.5°, 2001,10.5°, 1965 ,20:30,05:01,+32°,+17°
202," Народный прогноз погоды: В этот день почитается память священномучеников Панкратия и Кирилла. На Панкратия и Кирилла пробуют первые огурцы с грядки. В народе этот день назывался черничным, поскольку с 22 июля начинался сбор черники. По народному поверью, «черника уводит от живота лихо», она «врачует язву желудка, чистит кровь, восстанавливает работу печени». Наши предки заметили, если этот день жаркий, то в декабре следует ожидать сильных холодов.","  Вечер в Запорожье оставался ясным, несмотря на то, что днем небо было затянуто тучами. Без осадков.  ",22,Суббота,июля,35.1°," 1960, 1993, 2001",10.6°, 1983 ,20:28,05:02,+33°,+20°
203," Народный прогноз погоды: 23 июля отмечается день преподобного Антония Печерского. В старину заметили, если в этот день случится глухой гром - к тихому дождю, а если гром гулкий, можно ожидать ливня. С прежних времен до нас дошло ценное замечание для рыбаков: если гром в постный день (среда и пятница) - у рыбаков будет хороший улов рыбы.",  Облачная погода продержалась в Запорожье до самого вечера. Без осадков.  ,23,Воскресенье,июля,35.3°, 1959,10.0°, 1983 ,20:27,05:03,+30°,+20°
204," Народный прогноз погоды: 24 июля отмечается день памяти святой равноапостольной Ольги. Также в этот день почитается память великомученицы Евфимии Всехвальной. В народе этот день называли Ефимьи-стожарницы, поскольку стоит очень жаркая погода. Часто этот день бывает грозовым. В это время начинают выпадать росы. Издревле конец июля - росистая пора. Эти росы вредные для помидоров. Наши предки заметили, если в этот день солнечно, то урожай зерновых культур будет хорошим.",  В Запорожье на небе до позднего вечера не было ни облачка. Без осадков.  ,24,Понедельник,июля,38.0°, 2001,11.5°," 1951, 1955 ",20:26,05:05,+29°,+15°
205," Народный прогноз погоды: В этот день почитается память священномучеников Прокла и Илария. В народе этот день называли Прокл Великие Росы. Прокловы росы считаются целебными. В прежние времена их собирали для лечения глазных болезней. В старину верили, что роса в этот день наделяет красотой, спокойствием. Наши предки заметили, если на Прокла ночью нет росы, а в низинах нет тумана - к ненастью. А если ночная роса не просыхает - быть грозе. В это время зацветают гладиолусы.",  В этот день в Запорожье небо оставалось ясным до самого позднего вечера. Без осадков.  ,25,Вторник,июля,35.8°," 1999, 2008",11.6°, 1983 ,20:25,05:06,+32°,+18°
206," Народный прогноз погоды: 26 июля отмечается собор Архангела Гавриила. По народному календарю этот день считается серединой лета. Если 26 июля на дворе сухо, то осень будет долгая, тёплая и сухая. Наши предки в этот день наблюдали за ласточками: если они низко летают, осень будет долгая. С этого времени кое-где грачи начинают собираться в первые осенние стаи.","  С самого утра небо в Запорожье покрылось облаками, которые продержались до конца дня. Утро и день прошли без осадков, только ближе к вечеру начался дождь c грозой.  ",26,Среда,июля,38.9°, 2001,12.3°, 1947 ,20:24,05:07,+33°,+19°
207," Народный прогноз погоды: 27 июля почитается память преподобного Стефана Махрищского, чудотворца. С этого дня начинается спад лета, который продлится до 26 августа. В это время листья на деревьях начинают приобретать осеннюю окраску. В прежние времена заметили, если день 27 июля жаркий, сухой, то зима будет морозной и малоснежной.",  Весь день в Запорожье было облачно. Без осадков.  ,27,Четверг,июля,36.4°, 1999,10.8°, 1985 ,20:22,05:08,+36°,+20°
208," Народный прогноз погоды: В этот день почитается память мучеников Кирика и Иулитты. В народе этот день называли Кирики-мокродырики, потому что часто в этот день льет дождь. Женщины в прежние времена праздновали день ""матушки Улиты"", почитая ее своей заступницей. Также в этот день почитается память святого равноапостольного великого князя Владимира Киевского. В народе говорили: ""На Владимира Красное Солнышко солнце красное светит"". Поэтому, будет дождь или солнце, угадать трудно.","  Весь день в Запорожье было облачно. Утром продолжился ночной дождь c грозой, но ближе к полудню он закончился.  ",28,Пятница,июля,37.0°, 1999,11.7°, 1975 ,20:21,05:09,+36°,+23°
209," Народный прогноз погоды: 29 июля отмечается день священномученика Афиногена, епископа Пидахвийского. С этого дня холодают ночи, зной идёт на убыль. В прежние времена приметили, если вереск зацвел, значит июль уже уступает место августу. Также народ приметил, что на Афиногена пташки задумываются (замолкают).",   ,29,Суббота,июля,37.3°, 1998,12.1°, 1965 ,20:20,05:11,+26°,+19°
210," Народный прогноз погоды: 30 июля отмечается день памяти великомученицы Марины (Маргариты). В это время можно наблюдать зори с пазорями (голубыми вспышками зарниц). Как правило, июль уходит с грозами. Не случайно в эти дни наблюдали за погодой: по народной примете, осень будет такой, как два последних дня июля.",  Весь день в Запорожье было облачно. Без осадков.  ,30,Воскресенье,июля,36.1°, 2002,11.6°, 1990 ,20:19,05:12,+23°,+19°
211," Народный прогноз погоды: В этот день почитается память Иоанна Многострадального. В прежние времена в это время топили бани, парили веники из травы и цветов, чтобы смыть с себя страдную усталость. В народе говорили: ""Хотя в июле и душно, и жарковато, но расставаться с ним жалковато"". По народным приметам, если июль был жаркий, зима будет морозной.","  Утром в Запорожье облака освободили небо от своего присутствия, но днем опять ненадолго появились, чтобы вечером снова пропасть. Без осадков.  ",31,Понедельник,июля,36.4°, 1998,13.1°," 1977, 2008 ",20:17,05:13,+27°,+16°
212," Народный прогноз погоды: 1 августа отмечается день памяти преподобной Макрины (Макриды). Макрида считается указательницей осени. Если на Макриду мокро - вся осень мокрая. В народе заметили, если на Макриду сухо, не будет дождей на шесть недель, мокро - дождь на тот срок. На переменную погоду осени указывал сильный ветер и переменная облачность в этот день. В это время начинается ранний листопад, замолкают птицы, пропадают оводы.",  В Запорожье на небе до позднего вечера не было ни облачка. Без осадков.  ,01,Вторник,августа,38.0°, 1998,11.5°, 1964 ,20:16,05:15,+32°,+17°
213," Народный прогноз погоды: 2 августа почитается память святого пророка Илии. В народе считается, что с Ильина дня идет поворот на осень, хотя жаркое лето может простоять еще долго. В это время устанавливается умеренное тепло. Световой день идет на убыль, а ночи на прибавление. Если в этот день бывает глухой гром - к тихому дождю, гром гулкий - к ливню, гром беспрерывный - будет град; гром гремит долго и не резко - к ненастью, если же отрывисто и непродолжительно - будет ясно.","  В Запорожье ясная погода держалась с завидным постоянством, хотя днем была непродолжительная оккупация неба облаками. Без осадков.  ",02,Среда,августа,38.6°, 1998,10.6°, 1962 ,20:14,05:16,+33°,+20°
214," Народный прогноз погоды: В этот день почитается память преподобного Симеона и пророка Иезекииля. В народе Симеона называли Летопроводцем, поскольку он лето провожает. По поверью, лето должно закончиться после полудня. Наши предки заметили, каково третье число августа, таков и октябрь. А если этот день выдастся ветренным, то зима будет достаточно холодной.",  В этот день в Запорожье небо оставалось ясным до самого позднего вечера. Без осадков.  ,03,Четверг,августа,38.5°, 1998,10.8°, 1962 ,20:13,05:17,+34°,+23°
215," Народный прогноз погоды: 4 августа отмечается день святой мироносицы равноапостольной Марии Магдалины. В народе этот день имел название Поцелуйница. С прежних времен в этот день остерегаются делать полевые работы: градом побьет, грозой убьет, потому что этот день считается и часто бывает громовым. Наши предки заметили, если в этот день гром гремит беспрерывно, то будет град.","  Вечер в Запорожье оставался ясным, несмотря на то, что днем небо было затянуто тучами. Без осадков.  ",04,Пятница,августа,35.0°, 1996,9.8°, 1965 ,20:11,05:18,+36°,+21°
