,infoDayweek,infoDate,infoMonth,sunUp,sunDown,tempMax,tempMin,maxTemp,maxYear,minTemp,minYear,dayInfo,dayHistory
256,Пятница,14,сентября,05:08,17:52,+28°,+16°,28.3°, 1955,2.8°, 1948 ,  В Харькове солнце в этот день редко показывалось из-за облаков. Без осадков.  ," Народный прогноз погоды: 14 сентября отмечается день памяти преподобного Симеона Столпника и матери его Марфы. С этого дня начинается старое Бабье лето, которое продолжается до 21 сентября. По этому дню наши предки определяли наступающую осень. Если первый день Бабьего лета ясен, то осень будет теплая; сухо - осень сухая; погода теплая - зима будет теплая. А если случится дождь, то вся осень дождливая будет."
257,Суббота,15,сентября,05:09,17:50,+22°,+18°,30.0°, 1994,2.3°, 1948 ,  Весь день в Харькове было облачно. Дождь шел весь день и не прекратился до самого вечера.  ," Народный прогноз погоды: 15 сентября почитается память святого Маманта, отца его Феодота и матери Руфины. В это время происходит переход среднесуточной температуры воздуха через 10ºС. С середины сентября сбрасывает листья черемуха, пустеют пастбища. В старину наши предки следили за закатом: если в этот вечер он будет красный, то морозов долго ждать не придется."
258,Воскресенье,16,сентября,05:11,17:48,+19°,+17°,30.0°, 1954,2.5°, 1962 ,"  В Харькове облачная погода продержалась весь день. Утром и днем шел дождь, который закончился ближе к вечеру.  "," Народный прогноз погоды: В этот день почитается память святых Домны и Василисы Великой. 16 сентября было принято «прибиранье рухляди в доме», чтобы приобрести благополучие на осень. В старину в этот день наблюдали за муравейниками: если муравьи соорудили себе большие кучи к осени, то следует готовиться к суровой зиме."
259,Понедельник,17,сентября,05:12,17:45,+19°,+11°,29.2°, 1955,1.3°, 1958 ,  В Харькове на небе до позднего вечера не было ни облачка. Без осадков.  ," Народный прогноз погоды: 17 сентября отмечается день памяти иконы Божией Матери, именуемой «Неопалимая Купина». В этот день наши предки на заре ходили слушать последние голоса птиц, улетающих на юг. И следили за воронами: если вороны садятся головами в разные стороны — день будет безветренным, а если в одну, да как можно ближе к стволу дерева — надо ждать ветра."
260,Вторник,18,сентября,05:14,17:43,+20°,+8°,29.1°, 1994,-3.5°, 1958 ,"  С самого утра небо в Харькове покрылось облаками, которые не покинули его до позднего вечера. Без осадков.  "," Народный прогноз погоды: 18 сентября почитается память преподобного Афанасия Брестского. Погоду в этот день наши предки определяли по рябине: если в лесу её много - осень будет дождливая, а мало - сухая. Если листья на рябине пожелтели рано, осень будет ранняя и ранняя холодная зима."
261,Среда,19,сентября,05:15,17:41,+24°,+12°,33.7°, 1994,-1.8°, 1958 ,"  В Харькове к утру распогодилось, облака изчезли и до конца дня больше не появлялись. Без осадков.  "," Народный прогноз погоды: В этот день почитается память архистратига Михаила. С 19 сентября начинались Михайловские заморозки по утрам: «Михаил заморозком землю прихватил». В старину наши предки зиму определяли по осиновым листьям: если они ложатся лицом вверх — к студеной зиме, изнанкой кверху — зима будет теплой, а если и так и сяк — то зима умеренная будет."
262,Четверг,20,сентября,05:17,17:39,+28°,+12°,24.6°, 1947,-0.6°, 1949 ,"  Утро в Харькове было безоблачным, и до конца дня небо оставалось ясным. Без осадков.  "," Народный прогноз погоды: 20 сентября отмечается день памяти преподобного Луки. По луку определяли предстоящую зиму: если на луковице много ""одежки"" - быть зиме холодной. Для этого дня характерны моросящие дожди. Наши предки следили за еловыми шишками: если они выросли низко - быть ранним морозам, а если наверху - настоящие холода в конце зимы следует ждать."
263,Пятница,21,сентября,05:18,17:37,+28°,+13°,26.4°, 1983,0.6°, 1958 ,"  Утро в Харькове было безоблачным, и до конца дня небо оставалось ясным. Без осадков.  "," Народный прогноз погоды: 21 сентября отмечается праздник Рождества Пресвятой Богородицы. Наши предки приметили, если в этот день погода хорошая, то и осень будет хорошая. Следили также за животными: если после Малой Пречистой животное стремится на пастбище рано, то и зима будет ранняя."
264,Суббота,22,сентября,05:20,17:34,+29°,+14°,28.6°, 1994,-0.3°, 1958 ,  В Харькове на небе до позднего вечера не было ни облачка. Без осадков.  ," Народный прогноз погоды: 22 сентября почитается память правоверных Иоакима и Анны, родителей Девы Марии. 22 сентября считается днем осеннего равноденствия. В это время ночь равняется с днем и увеличивается: все короче день, все длиннее вечера. В этот день наступает и астрономическое начало осени. Наши предки в этот день наблюдали за паутиной: если она была длинной, то осень будет ясной и снег нескоро выпадет."
265,Воскресенье,23,сентября,05:21,17:32,+17°,+9°,24.9°, 1984,-4.8°, 1907 ,"  Облака в Харькове уже с утра заняли свое место под солнцем, и пасмурная погода держалась до самого вечера. Без осадков.  "," Народный прогноз погоды: В этот день почитается память святителей Петра и Павла, епископов Никейских. О погоде судили по рябине. Если рябины в лесу много — осень будет дождливой, если же мало — сухой. Много ягод на рябине предвещает суровую зиму, поэтому и заготавливали тогда рябинный квас, чтобы в большие холода лечить простудные заболевания."
266,Понедельник,24,сентября,05:23,17:30,+17°,+5°,24.5°, 1945,0.2°, 1956 ,"  С самого утра небо в Харькове покрылось облаками, которые продержались до конца дня. Утром и днем осадков не наблюдалось, а вечером шел дождь.  "," Народный прогноз погоды: 24 сентября отмечается день преподобной Феодоры (Федоры) Александрийской. С этого дня начинается Золотая осень, которая продлится до 15 октября. На Федору наши предки наблюдали за пчелами: если они открывают в другой раз летку, то будет продолжительная и теплая осень. В это время бывают последние грозы перед началом зимы."
267,Вторник,25,сентября,05:24,17:28,+13°,+8°,24.5°," 1945, 1979",0.2°, 1981 ,"  В Харькове облачная погода продержалась весь день. Ночью был дождь, который к утру закончился. Во второй половине дня он начался снова и шел до самого вечера.  "," Народный прогноз погоды: 25 сентября почитается память святого Автонома (Артамона), епископа Италийского. Животная жизнь быстро замирает, осень вступает в свои права. Наши предки в этот день изучали листья березы и узнавали будущую весну: если они желтеют с верхушки - весна будет ранней, а если снизу, то – поздней."
268,Среда,26,сентября,05:26,17:26,+10°,+5°,29.4°, 1984,-0.4°, 1948 ,  В Харькове облачная погода продержалась весь день. Без осадков.  ," Народный прогноз погоды: 26 сентября почитается память святого Корнилия сотника. К этому времени заканчивается формирование осенних стай грачей. Наши предки заметили: когда грачи улетают, уже можно ожидать снега. А если в этот день пойдет дождь, то погода в ближайшее время будет ненастной."
269,Четверг,27,сентября,05:27,17:23,+12°,+3°,28.6°, 1945,0.2°, 1977 ,"  Начиная с самого утра и до позднего вечера, погода в Харькове оставалась пасмурной. Без осадков.  "," Народный прогноз погоды: 27 сентября отмечается праздник Воздвижения Честного и Животворящего Креста Господня. В народе этот день назывался Третьи осенины или Сдвижение (урожай к этому дню должен быть «сдвинут» в амбар). Если 27 сентября дует северный ветер, то лето будет теплым. В народе говорили: ""Воздвиженье осень навстречу зиме двигает""."
270,Пятница,28,сентября,05:29,17:21,+17°,+10°,24.1°, 1952,-2.4°, 1977 ,  Облачная погода продержалась в Харькове до самого вечера. Без осадков.  ," Народный прогноз погоды: 28 сентября почитается память святого Никиты, которого называли Никита Гусепролет: «Гуси летят – зимушку на хвосте тащат». Если гусь лапу поднимает – к стуже, на одной ноге стоит – к морозу, полощется в воде – к теплу, нос под крыло прячет – к ранней зиме. Если гуси в этот день полетят, то на Покров будет мороз, а нет, то зима наступит позже."
271,Суббота,29,сентября,05:30,17:19,+18°,+10°,24.4°, 1975,-4.8°, 1916 ,"  Облачная погода продержалась в Харькове до самого вечера. Утро и день прошли без осадков, только ближе к вечеру начался дождь.  "," Народный прогноз погоды: В этот день почитается память святой Евфимии Всехвальной. Если в этот день на дворе можно увидеть много тенетника, а скворцы не спешат отлетать – осень будет сухой и ""протяжливой"". Чем теплее и суше будет на Евфимию, тем позднее наступит зима, а сильных холодов можно не бояться."
272,Воскресенье,30,сентября,05:32,17:17,+13°,+5°,24.8°, 1954,-3.5°, 1946 ,"  Утром в Харькове погода была ясная, днем появились облака, но к вечеру от них не осталось и следа. Ночью начался сильный дождь, но ближе к утру он закончился. Больше в этот день осадков не было.  "," Народный прогноз погоды: 30 сентября отмечается день памяти святых Веры, Надежды, Любови и их матери Софии. Люди в этот день наблюдали за журавлями: если они полетят, то на Покров (14 октября) будет мороз, а нет, то зима будет позднее. С этого времени уже могут быть первые заморозки в воздухе ниже 2 градусов мороза. В этот день может быть как дождливая и холодная погода, так и ясная, солнечная."
273,Понедельник,01,октября,05:33,17:15,+16°,+2°,25.9°, 1991,-2.0°, 1976 ,"  В Харькове небо было ясным весь день, но к вечеру оно все же затянулось облаками. Без осадков.  "," Народный прогноз погоды: 1 октября почитается память мученицы Ариадны. В народе этот день назывался Арина Шиповница, журавлиный лет. Если на Арину журавли полетят, то на Покров (14 октября) будет первый мороз; если нет, то до Артемьева дня (2 ноября) не будет ни одного мороза - «слякоть простоит». Какая погода на 1 октября, такая будет и на 1 апреля."
274,Вторник,02,октября,05:35,17:12,+14°,+10°,26.5°, 1999,-2.7°, 1976 ,"  В Харькове облачная погода продержалась весь день. В первой половине дня был дождь, который после небольшого перерыва возобновился вечером, но с меньшей интенсивностью.  "," Народный прогноз погоды: В этот день почитается память мучеников Трофима, Савватия и Зосимы Пустынника. Со 2 октября проходили Трофимовские вечерки - выбор женихов. ""На Трофима не проходит счастье мимо: куда Трофим, туда и оно за ним"". В этот день бывал и первый снегопад. Если к этому дню лист с березы и дуба опал не чисто - надо ждать суровую зиму."
275,Среда,03,октября,05:36,17:10,+17°,+11°,27.9°, 1999,-1.0°, 1957 ,"  В Харькове на протяжении всего дня стояла облачная погода. Ночь и утро прошли без осадков. Днем начался дождь, который к вечеру закончился.  "," Народный прогноз погоды: 3 октября отмечается день святого Евстафия Плакиды. В народе этот день назывался Астафьевы ветры или Астафий Ветряк. День, как правило, бывал ветренный, и по ветру судили о погоде: если ветер северный - близко стужа; южный ветер - к теплу; западный - к мокроте, дождям, а восточный - к ясной погоде."
276,Четверг,04,октября,05:38,17:08,+10°,+7°,29.3°, 1999,-3.6°, 1982 ,"  В Харькове облачная погода продержалась весь день. Во второй половине дня пошел дождь, который продолжался до самого вечера.  "," Народный прогноз погоды: 4 октября почитается память святого апостола Кондрата. Погода в этот день имеет огромное значение, поскольку какой погода бывала в этот день - такой она останется и в следующие четыре недели, то есть весь октябрь. Однако ясная погода в этот день в сочетании с северо-восточным ветром обещает и холодную зиму."
277,Пятница,05,октября,05:39,17:06,+11°,+6°,27.6°, 1999,-1.8°, 1960 ,"  В Харькове день был облачным, как и утро, и только вечер порадовал нас ясным небом. Ночью был дождь, но уже к утру он закончился. Больше осадков не наблюдалось.  "," Народный прогноз погоды: В этот день почитается память святого пророка Ионы и Фоки, епископа Синопийского. С давних времен этот день называется Фока Ветроградарь. О том, когда ожидать первого снега, наши предки судили по березовым листьям: если до этого дня лист с березы не опал полностью, снег ляжет поздно."
278,Суббота,06,октября,05:41,17:04,+16°,+3°,30.0°, 1966,-3.7°, 1946 ,"  В Харькове вечером стояла ясная погода, несмотря на то, что днем небо на какое-то время было затянуто облаками. Без осадков.  "," Народный прогноз погоды: 6 октября отмечается Зачатие Пророка, Предтечи и Крестителя Господня Иоанна и почитается память святого Иннокентия, митрополита Московского. Иногда в этот день бывает тепло, но достаточно редко. Предстоящую зиму определяли так: если хорьки и куницы до срока меняют летний мех на зимний, то зима будет ранней."
279,Воскресенье,07,октября,05:43,17:02,+18°,+6°,26.1°, 1966,-3.7°, 1986 ,  В Харькове весь день держалась ясная погода и оставалась такой до позднего вечера. Без осадков.  ," Народный прогноз погоды: 7 октября почитается память святой Феклы. В народе день назывался Фекла Заревница. С этого дня ночи становятся все темнее, день убывает ""лошадиными шагами"". В этот день было принято собирать с огорода свеклу. Чтобы узнать предстоящую зиму, наблюдали за дубом: если на нем много желудей - к теплой зиме и ""хлебному"" лету."
280,Понедельник,08,октября,05:44,17:00,+19°,+3°,22.2°, 1984,-5.1°, 1949 ,"  С утра небо в Харькове было ясным, таким оно и оставалось до завершения дня. Без осадков.  "," Народный прогноз погоды: В этот день отмечается Преставление преподобного Сергия, игумена Радонежского. Наши предки приметили, если на Сергия первый снег выпадет, то зима установится на Михайла (21 ноября). А если хорошая погода в этот день, то стоять ей целых три недели."
281,Вторник,09,октября,05:46,16:58,+20°,+4°,21.5°, 1974,-2.4°," 1949, 1959 ","  В Харькове весь день держалась ясная погода, а вечером на небе появились облака, которые продержались допоздна. Без осадков.  "," Народный прогноз погоды: 9 октября отмечается день памяти апостола Иоанна Богослова. В народе приметили, если на Богослова - снег, то зима ляжет на Михайлов день (21 ноября). Если дождь со снегом - с середины января и до середины февраля трижды стоит ждать сильных оттепелей. Если солнечно и тепло - июль будет дождливым и холодным."
282,Среда,10,октября,05:47,16:55,+18°,+7°,20.5°, 1955,-4.8°, 1947 ,"  В Харькове к утру распогодилось, облака изчезли и до конца дня больше не появлялись. Без осадков.  "," Народный прогноз погоды: 10 октября почитается память преподобного Савватия Соловецкого, одного из зачинателей Соловецкого монастыря. Савватия в народе называли Пчеловодом, поскольку в этот день заканчивалась уборка ульев на зимовку. ""Пчелиная матка уносит ключики от лета в далёкие края"". Если на Савватия случится гром, то зима будет бесснежной, короткой и мягкой."
283,Четверг,11,октября,05:49,16:53,+17°,+7°,21.5°, 1955,-5.9°, 1949 ,"  Пасмурная погода в Харькове держалась с завидным постоянством - днем было прояснение, которое не продлилось слишком долго. Без осадков.  "," Народный прогноз погоды: 11 октября отмечается день памяти Ильи Муромца. В Англии существует поверье, будто бы именно в этот день дьявол плюёт на ягоды черники, а потому тот, кто их съест, будет осквернён. Погоду в этот день определяли по инею: если утром на дворе много инея - быть сухой, солнечной погоде."
284,Пятница,12,октября,05:50,16:51,+17°,+6°,20.5°, 1981,-6.5°, 1947 ,  В этот день в Харькове небо оставалось ясным до самого позднего вечера. Без осадков.  ," Народный прогноз погоды: В этот день почитается память преподобного Кириака, отшельника. В народе этот день назывался Печальницей. 12 октября был возможен первый снегопад. Часто в этот день бывали сырые туманы. Погода этого дня предсказывала погоду на 2 марта: если день бывал солнечный, то можно было ожидать солнечного начала весны."
285,Суббота,13,октября,05:52,16:49,+18°,+2°,21.5°, 1966,-7.5°, 1947 ,"  Ясная погода в Харькове наблюдалась на протяжении всего дня, такой она и осталась до глубокого вечера. Без осадков.  "," Народный прогноз погоды: В этот день почитается память святого Михаила, первого митрополита Киевского. Крестьяне вытрушивали из своих постелей старую солому и жгли ее ""от призора недоброго глаза"" и для того, чтобы ""прибавить ходу зиме"". В этот день наблюдали за журавлями: если они уже отлетели, значит будет ранняя и холодная зима."
286,Воскресенье,14,октября,05:54,16:47,+19°,+5°,23.2°, 1998,-6.5°, 1947 ,"  Небо днем затянуло облаками, и вечером погода оставалась пасмурной. Без осадков.  "," Народный прогноз погоды: 14 октября отмечается праздник Покрова Пресвятой Богородицы. У наших предков была первая встреча зимы. На Покров особое внимание уделяли ветру: если в этот день ветер с востока или севера - зима будет холодной; с юга - будет теплой; с запада - к снежной зиме; а если ветер переменчивый, то и зима будет непостоянной."
287,Понедельник,15,октября,05:55,16:45,+23°,+8°,21.0°, 1974,-5.0°, 1992 ,  В Харькове облаков на небе в этот день никто так и не увидел. Без осадков.  , Народный прогноз погоды: 15 октября почитается память святого Киприана. Ясное небо в этот день предвещает скорый мороз. А если на Киприана сильный дождь и ледяной ветер - зима будет студеной. В это время происходит ранний переход среднесуточной температуры воздуха через отметку в 0 градусов Цельсия.
288,Вторник,16,октября,05:57,16:43,+23°,+8°,22.2°, 1993,-8.6°, 1976 ,  В Харькове весь день держалась ясная погода и оставалась такой до позднего вечера. Без осадков.  ," Народный прогноз погоды: В этот день почитается память святого Дионисия Ареопагита, епископа Афинского. В народе день называли Денисы Позимские или Хлебник. Наши предки считали, что первый снег за сорок дней до зимы выпадает, и в прежние времена в этот день на самом деле нередко бывал первый снег."
289,Среда,17,октября,05:58,16:41,+23°,+9°,17.7°," 1967, 2008",-7.6°, 1976 ,  Утренние облака в Харькове не продержались долго - всю вторую половину дня в небе царила ясная погода. Без осадков.  ," Народный прогноз погоды: 17 октября отмечается день памяти святого Иерофея, епископа Афинского. В народе говорили: «С Ерофея холода сильнее». С этого времени усиливаются холода. Люди заметили: чем раньше выпадет первый снег, тем позже утвердится в своих правах зима, а ранняя зима чаще всего наступает, если долго не было первого снега."
290,Четверг,18,октября,06:00,16:39,+24°,+8°,20.9°, 1967,-9.9°, 1949 ,  В Харькове облаков на небе в этот день никто так и не увидел. Без осадков.  ," Народный прогноз погоды: 18 октября почитается память святой Харитины. В народе этот день называли ""Харитины - первые холстины"". С этого дня ткали холсты и катали шерсть на валенки. Заметно убывает световой день: «Отстал от ночи день - запнулся валенком за пень». Если первый снег упал на мокрую землю - останется, а на сухую - скоро опять сойдёт."
291,Пятница,19,октября,06:02,16:37,+21°,+7°,20.3°, 1955,-10.7°, 1949 ,"  В Харькове была ясная погода, но к вечеру небо покрылося облаками. Без осадков.  "," Народный прогноз погоды: В этот день почитается память святого апостола Фомы. Начинаются холодные ветры: ""Надевай теплое платье с Фомы"". К этому дню выявлялись излишки хлебных запасов: ""Фома ломит закрома, все бери задарма"". Если первый снег выпадет сухой на Фому, лето хорошим будет, а если в этот день нет ветра, можно ждать скорого похолодания."
292,Суббота,20,октября,06:03,16:35,+19°,+7°,20.3°, 1954,-10.2°, 1949 ,  На протяжении всего дня погода в Харькове была пасмурной. Без осадков.  ," Народный прогноз погоды: 20 октября отмечается день памяти святого Сергия. В народе этот день называли Сергий Зимний или Зазимки, и говорили: ""Сергий зиму начинает"". Если снег выпадет, когда деревья еще не сбросили листву, то он скоро растает. Если земля в этот день снегом покроется, то к Матрене (22 ноября) зима ""встанет на ноги""."
293,Воскресенье,21,октября,06:05,16:33,+14°,+9°,17.5°, 1991,-6.9°, 1977 ,  Весь день в Харькове было облачно. Без осадков.  ," Народный прогноз погоды: 21 октября почитается память преподобного Трифона, архимандрита Вятского, и преподобной Пелагеи. В народе этот день называли Ознобицы, и говорили: «С Трифона, Пелагеи все холоднее». Издавна день 21 октября считался в народной метеорологии днем похолодания. Погодные приметы советуют серьезно отнестись к подготовке к зиме."
294,Понедельник,22,октября,06:06,16:31,+10°,+7°,19.8°, 1970,-6.2°, 1965 ,"  В Харькове солнце в этот день редко показывалось из-за облаков. Утром и днем осадков не наблюдалось, а вечером шел дождь.  "," Народный прогноз погоды: В этот день почитается память апостола Иакова Алфеева. В народе святого называли Яков Древопилец, поскольку в это время шла активная заготовка дров. В этот день часто бывал снег: ""Яков, брат Божий, крупицу (снежную) пошлёт"". Люди в этот вечер следили за луной: если она в кругах - следующее лето будет сухим."
295,Вторник,23,октября,06:08,16:29,+13°,+4°,18.9°, 1970,-5.5°, 1945 ,"  Утром в Харькове стояла ясная погода, но днем небо скрылось за облакамии, которые не исчезли до позднего вечера. Без осадков.  "," Народный прогноз погоды: 23 октября отмечается день памяти преподобного Амвросия Оптинского. В этот день наши предки наблюдали за месяцем - его рога погоду предсказывали: «рога месяца указывают в ту сторону, откуда быть ветрам». Если рога на север - быть скорой зиме и снег ляжет посуху; на юг - скорой зимы не жди, будет слякоть до Казанской (4 ноября)."
296,Среда,24,октября,06:10,16:27,+9°,+6°,16.6°, 1949,-5.0°, 1959 ,"  В Харькове солнце в этот день редко показывалось из-за облаков. С утра шел дождь, который закончился только ближе к вечеру.  "," Народный прогноз погоды: 24 октября почитается память апостола Филиппа, апостола от семидесяти. Если в этот день утром выпадал снег, можно было ожидать студеную зиму. Наши предки говорили: ""Кичига и ворочь (лопасть водяного колеса) спорят. Крестьяне на мельницу молоть зерно возят"" - с этого времени начиналась заготовка муки."
297,Четверг,25,октября,06:11,16:26,+6°,+2°,16.8°, 1964,-6.9°, 1969 ,  В Харькове тучи заняли свое место под солнцем еще утром и не оставили его до глубокого вечера. Днем прошел дождь. Вечером осадков не наблюдалось.  ," Народный прогноз погоды: В этот день почитается память святых Прова, Тараха и Андроника. В прежние времена в этот день наши предки наблюдали за звездами и гадали по ним о погоде и урожае. Яркие звезды обещали мороз; тусклые - оттепель; сильное мерцание звезд синими оттенками - снег и перемену погоды; а если звезды пылали - быть ветрам и сухому году."
298,Пятница,26,октября,06:13,16:24,+7°,+2°,20.5°, 2004,-7.9°, 1969 ,  Облачная погода продержалась в Харькове до самого вечера. Без осадков.  ," Народный прогноз погоды: 26 октября отмечается день памяти святого Карпа. В прежние времена этот день называли банное обиходье. На полке протопленной бани настаивали в молоке целебные травы. В этот день внимательно слушали петуха. Если петух запевал раньше девяти часов вечера, назавтра ожидали дождь."
299,Суббота,27,октября,06:15,16:22,+9°,0°,20.9°, 1967,-6.5°, 1968 ,"  В этот день в Харькове с утра и до самого вечера сохранялась пасмурная погода. Ночью пошел дождь, но ближе к утру он закончился. До завершения дня осадков больше не наблюдалось.  "," Народный прогноз погоды: 27 октября почитается память преподобной Параскевы Сербской. В народе ее называли Грязнухой, и считалась она бабьей заступницей. Как правило, погода на Параскеву была неустойчива: «На Грязнуху не бывает сухо». Если было сыро и грязно на дворе, то считалось, что до настоящей зимы остается 4 недели."
300,Воскресенье,28,октября,06:16,16:20,+17°,+11°,18.4°, 1967,-6.6°, 1953 ,"  Несмотря на то, что утром небо в Харькове было покрыто облаками, день и вечер оставались ясными и безоблачными. Без осадков.  "," Народный прогноз погоды: В этот день почитается память преподобного Евфимия Нового, Солунского. Наши предки приметили, с какого числа в октябре пойдёт снег, с того числа весна откроется в апреле. И еще говорили: «Ефимий холодом корни трав и деревьев с землёй смыкает, всякое насекомое в жухлой траве укрывает, сон навевает»."
301,Понедельник,29,октября,06:18,16:18,+14°,+11°,18.2°, 1962,-8.0°, 1976 ,  Весь день в Харькове было облачно. Без осадков.  ," Народный прогноз погоды: 29 октября отмечается день памяти святого Лонгина сотника. Наши предки в этот день обращали внимание на иней: если он долго на земле продержится, то в ближайшее время наступит сухая и солнечная погода, и будет потепление."
302,Вторник,30,октября,06:20,16:17,+19°,+8°,18.3°, 1967,-7.9°, 1968 ,"  В Харькове день с самого утра был ясным, но вечером небо покрылось облаками. Весь день прошел без осадков, только вечером начался мелкий дождь.  "," Народный прогноз погоды: 30 октября почитается память святого пророка Осии, который имел дар возвещать бедствия. В это время заканчивался летний путь и начинался зимний: «На пророка Осию колесо прощается с осью» - телегу в сарай ставили, сани на свет вытаскивали. А погоду предсказывали по кукушке: если она кукует на сухом дереве, то скоро будет мороз."
303,Среда,31,октября,06:21,16:15,+5°,+4°,18.4°, 1967,-8.1°, 1956 ,"  В Харькове солнце в этот день редко показывалось из-за облаков. Мелкий дождь начался еще до рассвета, но к середине дня прекратился.  "," Народный прогноз погоды: В этот день почитается память святого апостола и евангелиста Луки. С этого дня свет быстро убывает. Долгота дня не превышает 9 часов. Наши предки 31 октября заглядывали в колодцы, чтобы узнать погоду на ближайшее время: перед морозом вода в колодцах и реках поднимается, перед дождем – опускается."
304,Четверг,01,ноября,06:23,16:13,+11°,+3°,18.7°, 1932,-10.0°, 1956 ,"  В Харькове к утру распогодилось, облака изчезли и до конца дня больше не появлялись. Без осадков.  "," Народный прогноз погоды: 1 ноября отмечается день памяти святого Садока, епископа Персидского. Издавна первый день ноября считался проводами осени, встречей зимы и отмечался повсюду. Если в этот день будет холодно и пойдет снег, то весна будет поздняя и холодная, а если сегодня случится оттепель — в следующем году весна будет теплой и ранней."
305,Пятница,02,ноября,06:25,16:11,+11°,0°,14.5°, 1974,-15.5°, 1979 ,"  В Харькове днем на небе появились облака, которые к вечеру рассеялись. Без осадков.  "," Народный прогноз погоды: 21 января почитается память Емилиана, исповедника. Раньше метели и бураны в этот день были обычным явлением, о чём говорит и пословица: «Емельян, накрути буран». Следили в этот день в основном за ветром: если на Емельяна подует с юга — лето будет грозным, а если день выдастся ясным, то следует ожидать засушливого лета."
