,infoDayweek,infoDate,infoMonth,sunUp,sunDown,tempMax,tempMin,maxTemp,maxYear,minTemp,minYear,dayInfo,dayHistory
171,Среда,21,июня,04:24,21:00,+24°,+17°,32.0°, 1946,7.1°, 1970 ,"  Облака укрыли небо утром и продержались в Сумах весь день, рассеявшись только к вечеру. Без осадков.  "," Народный прогноз погоды: 21 июня отмечается день памяти великомученика Феодора Стратилата. В народе святого называли Колодезником, поскольку это был день копателей коледезей. Наши предки говорили, что «Стратилат грозами богат» - с этого дня наступает пора летних гроз. Приметили в старину, если во время грозы слышатся раскаты грома, то стоит ждать затяжного ненастья. Также в этот день обращали внимание на росы: если много росы, то урожай будет хорошим. 21-22 июня - день летнего солнцестояния."
172,Четверг,22,июня,04:24,21:00,+22°,+11°,32.5°, 1946,0.9°, 1991 ,  В этот день в Сумах с утра и до самого вечера сохранялась пасмурная погода. Без осадков.  ," Народный прогноз погоды: В этот день почитается память святителя Кирилла Александрийского. В прежние времена день 22 июня имел еще и такое название - Кирилл Конец Весны Начало Лету. Это второй день летнего солнцестояния, и это самый длинный день в году. По этому поводу наши предки говорили, что «На Кириллу солнышко отдает земле всю свою силу». По солнцу и о предстоящей погоде судили: если оно светит днем как бы сквозь оболочку - надо вскоре ожидать дождя."
173,Пятница,23,июня,04:25,21:00,+22°,+10°,34.0°, 1946,2.1°, 1991 ,"  В Сумах тучи заняли свое место под солнцем еще утром и не оставили его до глубокого вечера. Во второй половине дня пошел дождь, который продолжался до самого вечера.  "," Народный прогноз погоды: 23 июня почитается память священномученика Тимофея Прусского. В народе день Тимофея назывался мышиный писк. По преданию, в этот день по земле ходят-бродят призраки. Старые люди верили и видели в эту пору несметные «стада мышей» на гумнах, что не предвещало ничего хорошего. Погоду в этот день предсказывал дым от костра: если он поднимается столбом - к ясной погоде, стелется по земле - к ненастью. А если на Тимофея стоит засуха, то в этот день добра не жди."
174,Суббота,24,июня,04:25,21:01,+21°,+14°,33.3°, 1981,5.0°, 1991 ,"  В Сумах на протяжении всего дня стояла облачная погода. Ночью был дождь, но уже к утру он закончился. Больше осадков не наблюдалось.  "," Народный прогноз погоды: 24 июня отмечается день памяти апостолов Варфоломея и Варнавы. В прежние времена в этот день нельзя было рвать траву, поскольку люди верили, что по ней катается всякая нечистая сила. Солнечную погоду 24 июня предсказывал туман, который утром стелется по воде, и мокрица, которая остается раскрытой весь день. Наши предки заметили, если во время восхода солнца стоит духота, то хорошей погоды не ждать. Дождь предвещала чистая вода в водоемах и сильный запах травы и жимолости утром."
175,Воскресенье,25,июня,04:25,21:01,+24°,+15°,34.3°, 1957,6.2°, 1991 ,"  Весь день в Сумах было облачно. Ночью прошел дождь, но уже к утру он закончился. Вся остальная часть дня прошла без осадков.  "," Народный прогноз погоды: 25 июня отмечается день памяти преподобных Петра Афонского и Онуфрия Великого. В народе этот день часто называли Петр Поворот, так как с Петра Афонского солнце на зиму, а лето на жары поворачивает. В прежние времена принято было сеять в этот день до обеда какое-нибудь белое зерно, а после обеда - чёрное (гречку). Исполнение этого правила гарантировало удачу. В этот день выпадают большие росы. Наши предки приметили, если дождь идет маленькими каплями - будет идти долго."
176,Понедельник,26,июня,04:26,21:00,+29°,+17°,33.1°, 1954,6.1°, 1969 ,  В Сумах облачная погода продержалась весь день. Дождь прошел ночью и утром. Днем на какое-то время осадки прекратились. Вечером был дождь c грозой.  ," Народный прогноз погоды: В этот день почитается память мученицы Акелины (Акулины). В народе этот день называли: Акулина Гречишница (в это время сеют гречу), Акулина - Кривые огурцы (в это время еще можно сеять огурцы, но красивыми они уже не будут). С Акулины лютуют мошкара, комары, оводы, слепни, мухи. «Мошкара толчется кругами - к хорошей погоде». Наши предки вечером 26 июня следили за луной: если она в белом кругу, то будет дождь. Конец «воробьиным ночам». В это время зацветает барбарис."
177,Вторник,27,июня,04:26,21:00,+25°,+17°,33.4°, 1954,5.8°, 1969 ,  На протяжении всего дня небо в Сумах было покрыто облаками. Днем прошел дождь. Вечером осадков не наблюдалось.  ," Народный прогноз погоды: 27 июня отмечается день памяти святого пророка Елисея. Наши предки боялись дождя в этот день, поскольку он обещал еще семь недель непогоды. Предсказывать погоду в этот день могла и рыба: если она играет в реке - ночью может быть гроза."
178,Среда,28,июня,04:27,21:00,+25°,+15°,34.4°, 1975,7.9°, 1969 ,  В Сумах на небе до позднего вечера не было ни облачка. Без осадков.  ," Народный прогноз погоды: В этот день почитается память мучеников Вита (Фита) и Модеста. Святому Модесту молятся на случай падежа скота. В народе говорили, что на Вита соловей замолкает. Наши предки заметили, что «Дождь на Фита - плохо для жита». По примете, день 28 июня желателен солнечный, так как в случае дождливой и ненастной погоды в доме будет разлад и склоки. В прежние времена приметили, если во время восхода солнца стоит духота - к ненастью."
179,Четверг,29,июня,04:28,21:00,+30°,+15°,33.5°, 1954,7.4°, 1953 ,"  Несмотря на то, что утром небо в Сумах было покрыто облаками, день и вечер оставались ясными и безоблачными. Без осадков.  "," Народный прогноз погоды: 29 июня отмечается день памяти святителя Тихона Амафунтского. В народе говорили: «На Тихона солнце идет тише». Это считается самый тихий день в году. С Тихона кончается молодое лето, наступает зрелое. В этот день устраивали пир для тружеников, которые унавоживали поля. Эти люди были очень нужны, потому что: ""Где лишняя навоза колыжка, там лишняя хлеба коврижка"". Наши предки приметили, если пчелы утром играют - будет ясный день, толкутся - к ненастью."
180,Пятница,30,июня,04:28,21:00,+29°,+20°,33.6°, 1954,7.0°, 1962 ,"  В Сумах тучи заняли свое место под солнцем еще утром и не оставили его до глубокого вечера. Утром и днем осадков не наблюдалось, а вечером шел дождь c грозой.  "," Народный прогноз погоды: 30 июня почитается память священномучеников Мануила и Исмаила. В прежние времена говорили: «На Мануила солнце застаивается (медлит в зените)». Эту народную примету подтверждают данные астрономов: действительно, к этому времени Земля сбавляет скорость движения вокруг Солнца. На ночном небе в это время видны зарницы. Наши предки в этот день прислушивались к деревьям: если сосна звенит, а дуб - стонет, значит бурю не миновать."
181,Суббота,01,июля,04:29,21:00,+31°,+18°,33.7°, 1991,8.6°, 1965 ,"  Весь день в Сумах было облачно. Весь день прошел без осадков, только вечером начался дождь c грозой.  "," Народный прогноз погоды: 1 июля почитается память мучеников Леонтия, Ипатия и Федула. В давние времена 1 июля отмечался Ярилин день - день палящего солнца. По этому поводу организовывались народные гуляния. Наши предки в этот день наблюдали за травой: если утром она сухая - к ночи ожидай дождя. В это время отцветает малина, начинают цвести лилии."
182,Воскресенье,02,июля,04:30,20:59,+25°,+17°,34.1°, 1991,6.4°, 1957 ,"  Хмурое утро сменилось в Сумах ясным днем, и безоблачным небо оставалось до глубокого вечера. Без осадков.  "," Народный прогноз погоды: 2 июля отмечается день памяти мученика Зосимы. В народе Зосима считается покровителем пчел. С этого времени пчелы начинают заносить мед, заливать соты. Поскольку день посвящен этим трудолюбивым насекомым, то и погоду наши предки определяли по их поведению. Так вот: когда пчелы сильно летят к своим ульям, то скоро дождь; становятся злее, чаще жалят - перед засухою; сидят на стенках улья - к сильной жаре."
183,Понедельник,03,июля,04:30,20:59,+21°,+15°,31.9°, 1970,4.7°, 1957 ,  В Сумах облачная погода продержалась весь день. Без осадков.  ," Народный прогноз погоды: В этот день почитается память священномученика Мефодия, епископа Патарского. В народе этот день называли Паутинный, потому что погоду предсказывал паук. Если в этот день он не раскидывает сетей - будет дождь или буря. А если снова плетет паутину - перемена погоды к лучшему. Очень часто этот день бывает дождливый, с грозой. Дождь в этот день мог ""предсказать"" не только паук. Если муравьи прячутся в кучи - жди сильного ветра, дождя, грозы; жаба в траву выползла - тоже ожидай дождя."
184,Вторник,04,июля,04:31,20:58,+19°,+14°,34.2°, 1954,6.9°, 1960 ,  Облачная погода продержалась в Сумах до самого вечера. Утром пошел дождь и закончился в середине дня. Больше осадков не наблюдалось.  ," Народный прогноз погоды: 4 июля отмечается день священномученика Терентия, епископа Иконийского. В прежние времена заметили, если этот день жаркий, то декабрь будет морозным. В это время зацветает липа."
185,Среда,05,июля,04:32,20:58,+19°,+11°,31.7°," 1954, 1961",8.0°, 1976 ,  Ясной погодой нас этот день не порадовал - в Сумах тучи закрыли небо уже с самого утра и никуда не делись до позднего вечера. Без осадков.  ," Народный прогноз погоды: В этот день почитается память священномученика Евсевия, епископа Самосатского. Наши предки в этот день ожидали дождя, так как он указывал на хороший урожай хлебов. Хороший урожай обещал и месяц, который играет вечером. А утром наблюдали за туманом: если он стелется по воде - будет хорошая погода."
186,Четверг,06,июля,04:33,20:57,+21°,+10°,33.5°, 1947,7.2°, 1952 ,  Ясной погодой нас этот день не порадовал - в Сумах тучи закрыли небо уже с самого утра и никуда не делись до позднего вечера. Без осадков.  ," Народный прогноз погоды: 6 июля отмечается день Владимирской иконы Божией Матери. Также в этот день почитается память священномученицы Агриппины. В народе святую называли Аграфена Купальница, потому что в этот день начинались купанья. Пожалуй, самым главным событием дня Аграфены Купальницы был сбор трав, кореньев для лечебных и знахарских целей. Чтобы узнать погоду на ближайшее будущее, наши предки в этот день следили за воронами: если они под тучи взвиваются - к ненастью."
187,Пятница,07,июля,04:34,20:57,+19°,+10°,34.1°, 1999,8.1°, 1952 ,"  В Сумах была ясная погода, во второй половине дня небо затянулось облаками, но к вечеру снова очистилось. Днем прошел дождь. Вечером осадков не наблюдалось.  "," Народный прогноз погоды: 7 июля отмечается Рождество честного славного Пророка, Предтечи и Крестителя Господня Иоанна. Это один из самых почитаемых народом праздник. С 7 июля наши предки начинали сенокос, пока трава не осеменилась. Наши предки заметили, если на Ивана сильная роса - к урожаю огурцов. В прежние времена говорили, если в этот день будет дождь, то через пять дней солнышко будет светить. Дождь на Ивана Купала считался благодатным."
188,Суббота,08,июля,04:35,20:56,+20°,+9°,34.4°, 1999,8.2°, 1952 ,"  Первая половина дня в Сумах была ясной, а после обеда появились облака, которые продержались весь вечер. Без осадков.  "," Народный прогноз погоды: В этот день почитается память святого благоверного князя Петра и княгини Февронии, муромских чудотворцев. Святые супруги прославились благочестием и милосердием. Петр и Феврония скончались в один день и час. Они - образец христианского супружества. Наши предки заметили, с этого дня следует ожидать еще сорок жарких дней."
189,Воскресенье,09,июля,04:36,20:55,+23°,+9°,35.0°," 1947, 1999",7.9°, 1952 ,  В Сумах солнце в этот день редко показывалось из-за облаков. Без осадков.  ," Народный прогноз погоды: 9 июля отмечается день иконы Тихвинской Божьей Матери. Также в этот день почитается память преподобного Давида Солунского. В народе святого называют Земляничником, так как к этому времени поспевает земляника. У наших предков существовало поверье: кто хочет занять денег, тот должен положить травы земляники в карман и смело идти - отказа не будет. Чтобы узнать погоду, в прежние времена следили за травой: если утром она сухая, к ночи следует ожидать дождя."
190,Понедельник,10,июля,04:37,20:55,+24°,+13°,35.5°, 1947,6.5°, 1958 ,"  В Сумах ясное небо днем затянулось облаками, но к вечеру погода снова прояснилась. Без осадков.  "," Народный прогноз погоды: 10 июля отмечается день памяти преподобного Сампсона Странноприимца. В народе известно такое название этого дня - Самсон Сеногной, потому что часто 10 июля бывают дожди, что, в свою очередь, портит заготовку сена. Если дождь в этот день случается, то будет он идти до Бабьего лета. А если погода хорошая, солнечная, то продержится она еще семь недель."
191,Вторник,11,июля,04:38,20:54,+30°,+13°,34.6°, 1996,8.7°, 1973 ,"  Порадовав нас безоблачным утром, погода изменилась уже в середине дня, и небо в Сумах было пасмурным до позднего вечера. Без осадков.  "," Народный прогноз погоды: В этот день почитается память преподобных Сергия и Германа, Валаамских чудотворцев. С этого дня уже можно копать ранний картофель. В прежние времена заметили, что на кануне Петрова дня (12 июля) солнце необычайно горело, разливалось красками. В этот день наши предки слушали кукушку: если она переставала куковать - зима рано придёт."
192,Среда,12,июля,04:39,20:53,+29°,+20°,34.9°, 1996,9.5°, 1975 ,"  В Сумах на протяжении всего дня стояла облачная погода. Ночью был дождь, но уже к утру он закончился. Больше осадков не наблюдалось.  "," Народный прогноз погоды: 12 июля отмечается день памяти славных и всехвальных первоверховных святых апостолов Петра и Павла. Этот день считается макушкой лета. Наши предки заметили, если ясно на Петров день - год будет хорошим, а если дожди - 40 дней еще будет ненастье. Чаще всего этот день сухой, жаркий, светлый. По этому поводу существовала поговорка: «Петр-Павел жару прибавил». Если кукушка кукует после Петрова дня, то, значит, лето будет хорошее, долгое и снег нескоро выпадет."
193,Четверг,13,июля,04:40,20:52,+22°,+18°,30.8°, 1975,9.8°, 1986 ,  С утра и до самого вечера небо в Сумах было скрыто за облаками. Ночной дождь c грозой утром сменился дождем. Ближе к полудню осадки прекратились.  ," Народный прогноз погоды: В этот день отмечается собор святых славных и всехвальных 12 апостолов: Петра, Андрея, Иакова Зеведеева, Иоанна, Филиппа, Варфоломея, Фомы, Матфея, Иакова Алфеева, Иуды Иаковля, Симона Зилота и Матфия. Наши предки прислушиваться к кукушке: если она продолжает куковать - лето будет хорошее и долгое."
194,Пятница,14,июля,04:41,20:51,+22°,+16°,32.3°, 1999,9.4°, 1990 ,"  В Сумах облачная погода продержалась весь день. Дождь начался во второй половине дня, но прекратился еще до наступления вечера.  "," Народный прогноз погоды: 14 июля отмечается день памяти святых чудотворцев бессребренников Космы и Дамиана. В крестьян в это время начинался сенокос: «Кузьма и Демьян пришли - на покос пошли». К этому времени поспевает малина, первые овощи. Наши предки на Кузьму и Демьяна варили варенье из крыжовника. В прежние времена заметили, хорошая погода 14 июля обещает хорошую погоду 14 ноября, а если будет плохая погода в этот день, то и 14 ноября ничего хорошего не жди."
195,Суббота,15,июля,04:42,20:50,+16°,+13°,33.7°, 1951,8.5°, 1968 ,  В Сумах солнце в этот день редко показывалось из-за облаков. Утром был мелкий дождь. День и вечер прошли без осадков.  ," Народный прогноз погоды: В этот день почитается память святителя Фотия, митрополита Киевского. В прежние времена в этот день был еще праздник Берегини. Берегиня почиталась хранительницей от зла и защитницей здоровья. К этому времени поспевает рання вишня. Наши предки заметили, если к 15 июля на деревьях «проглянут» первые желтые листья - осень наступит рано и зима будет ранней. В период с 15 по 20 июля в реках и водоемах начинает цвести вода."
196,Воскресенье,16,июля,04:44,20:49,+22°,+12°,34.7°, 1951,9.2°, 1990 ,  В Сумах тучи заняли свое место под солнцем еще утром и не оставили его до глубокого вечера. Без осадков.  ," Народный прогноз погоды: 16 июля почитается память благоверных князей Василия и Константина Ярославских. В народе этот день называется Маков, и с прежних времен считается несчастливым. 16 июля лучше быть осторожным и не начинать никакие дела. К этому времени полностью созревает и лесная, и садовая земляника. В этот день наши предки наблюдали за комарами и мошкарой: если они вьются кругами, хорошая погода гарантирована в ближайшие семь суток."
197,Понедельник,17,июля,04:45,20:48,+24°,+11°,35.2°, 1951,8.4°, 1977 ,"  В Сумах день был облачным, как и утро, и только вечер порадовал нас ясным небом. Без осадков.  "," Народный прогноз погоды: 17 июля отмечается день памяти святого благоверного великого князя Андрея Боголюбского. В прежние времена смотрели, нет ли жёлтых листьев на деревьях, если есть, то осень рано наступит. Этот день определял погоду 11 августа: «Каков Андрей - таков и Калинник (11 августа)». Наши предки в этот день наблюдали, как «играет месяц». Если он виден при восходе, то кажется перебегающим с места на место, изменяет свой цвет и прячется в облака. Такая ""игра"" предшествует хорошему урожаю."
198,Вторник,18,июля,04:46,20:47,+26°,+12°,34.7°, 1970,8.4°, 1976 ,"  В Сумах ясная погода держалась с завидным постоянством, хотя днем была непродолжительная оккупация неба облаками. Без осадков.  "," Народный прогноз погоды: 18 июля почитается память преподобного Афанасия Афонского. В народе в этот день отмечали месяцев праздник. На Афанасия месяц продолжает играть, что предвещает хороший урожай. Наши предки в этот день следили за облаками: если на небе плывут желтые, словно мед, облака - к дождю. По этому поводу говорили: ""С гнилого кута (юго-запада) наволокло тучи - будет дождь""."
199,Среда,19,июля,04:47,20:46,+26°,+14°,31.5°, 2001,6.7°, 1978 ,  В Сумах тучи заняли свое место под солнцем еще утром и не оставили его до глубокого вечера. Без осадков.  ," Народный прогноз погоды: В этот день почитается память мученика Ермия. С прежних времен дошла традиция на Ермия варить варенье из черной смородины. Также в этот день почитается память преподобной Макрины (Макриды). В народе говорили, что осень по Макриде надо смотреть, если 19 июля дождь, то и осень будет дождливой: ""Макрида мокра - и осень мокра""."
200,Четверг,20,июля,04:49,20:45,+25°,+12°,33.0°, 1960,9.3°, 1967 ,  В Сумах весь день держалась ясная погода и оставалась такой до позднего вечера. Без осадков.  ," Народный прогноз погоды: 20 июля отмечается день памяти преподобной Евдокии, княгини Московской. В народе этот день назывался Авдотья Сеногнойка, поскольку начиналось время затяжных дождей, что, в свою очередь, портило сено. Наши предки наставляли: «Сгребешь сено в кучи, так и не страшись тучи». Наши предки заметили, какова Авдотья Сеногнойка, таков будет и ноябрь."
201,Пятница,21,июля,04:50,20:44,+27°,+14°,34.8°, 1981,7.3°, 1989 ,"  Ясным небо в Сумах было недолго, потом его затянули облака, которые продержались до вечера. Вечером был дождь.  "," Народный прогноз погоды: 21 июля почитается память святого великомученика Прокопия. В народе святого Прокопия называли Жатвенником, поскольку в это время начинали вязать снопы. Также в этот день отмечается праздник Казанской иконы Божьей Матери. В народе говорили: «Кто на Казанской женится, счастлив будет», поэтому в это время справлялось много свадеб. По этому дню судили о предстоящей зиме: «Что Казанская покажет, то и зима скажет». С 21 июля начинается самая сильная жара."
202,Суббота,22,июля,04:51,20:42,+31°,+19°,34.5°, 1960,8.1°, 1996 ,"  Небо в Сумах практически весь день оставалось облачным, дневное прояснение оказалось непродолжительным. Ночью был дождь, но уже к утру он закончился. Больше осадков не наблюдалось.  "," Народный прогноз погоды: В этот день почитается память священномучеников Панкратия и Кирилла. На Панкратия и Кирилла пробуют первые огурцы с грядки. В народе этот день назывался черничным, поскольку с 22 июля начинался сбор черники. По народному поверью, «черника уводит от живота лихо», она «врачует язву желудка, чистит кровь, восстанавливает работу печени». Наши предки заметили, если этот день жаркий, то в декабре следует ожидать сильных холодов."
203,Воскресенье,23,июля,04:53,20:41,+23°,+15°,35.6°, 2001,5.2°, 1968 ,"  Вечером в Сумах погода прояснилась, но до этого момента небо все время было покрыто облаками. Ночной дождь c грозой утром сменился мелким дождем. Ближе к полудню осадки прекратились.  "," Народный прогноз погоды: 23 июля отмечается день преподобного Антония Печерского. В старину заметили, если в этот день случится глухой гром - к тихому дождю, а если гром гулкий, можно ожидать ливня. С прежних времен до нас дошло ценное замечание для рыбаков: если гром в постный день (среда и пятница) - у рыбаков будет хороший улов рыбы."
204,Понедельник,24,июля,04:54,20:40,+26°,+12°,35.9°, 2001,8.4°, 1983 ,"  Облака, которые появились в Сумах днем, продержались недолго - до позднего вечера стояла ясная погода. Без осадков.  "," Народный прогноз погоды: 24 июля отмечается день памяти святой равноапостольной Ольги. Также в этот день почитается память великомученицы Евфимии Всехвальной. В народе этот день называли Ефимьи-стожарницы, поскольку стоит очень жаркая погода. Часто этот день бывает грозовым. В это время начинают выпадать росы. Издревле конец июля - росистая пора. Эти росы вредные для помидоров. Наши предки заметили, если в этот день солнечно, то урожай зерновых культур будет хорошим."
205,Вторник,25,июля,04:55,20:38,+28°,+14°,34.8°, 2001,8.4°, 1961 ,"  Днем в Сумах было облачно, но к вечеру небо очистилось от туч и оставалось ясным до завершения дня. Без осадков.  "," Народный прогноз погоды: В этот день почитается память священномучеников Прокла и Илария. В народе этот день называли Прокл Великие Росы. Прокловы росы считаются целебными. В прежние времена их собирали для лечения глазных болезней. В старину верили, что роса в этот день наделяет красотой, спокойствием. Наши предки заметили, если на Прокла ночью нет росы, а в низинах нет тумана - к ненастью. А если ночная роса не просыхает - быть грозе. В это время зацветают гладиолусы."
206,Среда,26,июля,04:57,20:37,+30°,+14°,32.7°, 1975,8.6°, 1956 ,"  Небо днем затянуло облаками, и вечером погода оставалась пасмурной. Утром и днем осадков не наблюдалось, а вечером шел дождь c грозой.  "," Народный прогноз погоды: 26 июля отмечается собор Архангела Гавриила. По народному календарю этот день считается серединой лета. Если 26 июля на дворе сухо, то осень будет долгая, тёплая и сухая. Наши предки в этот день наблюдали за ласточками: если они низко летают, осень будет долгая. С этого времени кое-где грачи начинают собираться в первые осенние стаи."
207,Четверг,27,июля,04:58,20:35,+30°,+18°,32.3°, 1981,9.4°, 1956 ,  На протяжении всего дня погода в Сумах была пасмурной. Днем прошел дождь. Вечером осадков не наблюдалось.  ," Народный прогноз погоды: 27 июля почитается память преподобного Стефана Махрищского, чудотворца. С этого дня начинается спад лета, который продлится до 26 августа. В это время листья на деревьях начинают приобретать осеннюю окраску. В прежние времена заметили, если день 27 июля жаркий, сухой, то зима будет морозной и малоснежной."
208,Пятница,28,июля,05:00,20:34,+30°,+19°,33.4°, 1981,8.9°, 1990 ,"  В Сумах облачная погода продержалась весь день. Ночью был дождь c грозой, который к утру закончился. Вечером пошел дождь.  "," Народный прогноз погоды: В этот день почитается память мучеников Кирика и Иулитты. В народе этот день называли Кирики-мокродырики, потому что часто в этот день льет дождь. Женщины в прежние времена праздновали день ""матушки Улиты"", почитая ее своей заступницей. Также в этот день почитается память святого равноапостольного великого князя Владимира Киевского. В народе говорили: ""На Владимира Красное Солнышко солнце красное светит"". Поэтому, будет дождь или солнце, угадать трудно."
209,Суббота,29,июля,05:01,20:32,+29°,+20°,34.0°, 1998,9.0°, 1979 ,   ," Народный прогноз погоды: 29 июля отмечается день священномученика Афиногена, епископа Пидахвийского. С этого дня холодают ночи, зной идёт на убыль. В прежние времена приметили, если вереск зацвел, значит июль уже уступает место августу. Также народ приметил, что на Афиногена пташки задумываются (замолкают)."
210,Воскресенье,30,июля,05:02,20:31,+19°,+18°,34.3°, 2002,7.7°, 1962 ,"  На протяжении всего дня небо в Сумах было покрыто облаками. Утренний дождь во второй половине дня усилился, но вскоре прекратился.  "," Народный прогноз погоды: 30 июля отмечается день памяти великомученицы Марины (Маргариты). В это время можно наблюдать зори с пазорями (голубыми вспышками зарниц). Как правило, июль уходит с грозами. Не случайно в эти дни наблюдали за погодой: по народной примете, осень будет такой, как два последних дня июля."
211,Вторник,01,августа,05:05,20:28,+32°,+16°,33.7°, 1998,9.6°, 1971 ,"  Днем облака в Сумах появились на небе лишь только для того, чтобы к вечеру бесследно исчезнуть. Без осадков.  "," Народный прогноз погоды: 1 августа отмечается день памяти преподобной Макрины (Макриды). Макрида считается указательницей осени. Если на Макриду мокро - вся осень мокрая. В народе заметили, если на Макриду сухо, не будет дождей на шесть недель, мокро - дождь на тот срок. На переменную погоду осени указывал сильный ветер и переменная облачность в этот день. В это время начинается ранний листопад, замолкают птицы, пропадают оводы."
212,Вторник,01,августа,05:05,20:28,+32°,+16°,33.7°, 1998,9.6°, 1971 ,"  В Сумах вечером стояла ясная погода, несмотря на то, что днем небо на какое-то время было затянуто облаками. Без осадков.  "," Народный прогноз погоды: 1 августа отмечается день памяти преподобной Макрины (Макриды). Макрида считается указательницей осени. Если на Макриду мокро - вся осень мокрая. В народе заметили, если на Макриду сухо, не будет дождей на шесть недель, мокро - дождь на тот срок. На переменную погоду осени указывал сильный ветер и переменная облачность в этот день. В это время начинается ранний листопад, замолкают птицы, пропадают оводы."
213,Среда,02,августа,05:07,20:26,+30°,+20°,33.7°, 1998,7.9°, 1968 ,  В Сумах на небе до позднего вечера не было ни облачка. Без осадков.  ," Народный прогноз погоды: 2 августа почитается память святого пророка Илии. В народе считается, что с Ильина дня идет поворот на осень, хотя жаркое лето может простоять еще долго. В это время устанавливается умеренное тепло. Световой день идет на убыль, а ночи на прибавление. Если в этот день бывает глухой гром - к тихому дождю, гром гулкий - к ливню, гром беспрерывный - будет град; гром гремит долго и не резко - к ненастью, если же отрывисто и непродолжительно - будет ясно."
